Sport,Country,League Name,Margin,Total Records,Success Records,Avg. Odd,Success Rate,Money Made,Money Per Game,Rate Of Available Money,Season
soccer,chile,chilean-cup,1.20,28,19,1.1693,0.6786,-5.64,-0.2014,-1.1899,
soccer,chile,chilean-cup,1.30,53,40,1.2606,0.7547,-2.74,-0.0517,-0.1984,
soccer,chile,chilean-cup,1.40,72,43,1.3618,0.5972,-13.4,-0.1861,-0.5144,
soccer,chile,chilean-cup,1.50,74,63,1.4588,0.8514,17.74,0.2397,0.5225,
soccer,chile,primera-b,1.30,19,12,1.2663,0.6316,-3.98,-0.2095,-0.7866,
soccer,chile,primera-b,1.40,17,14,1.3829,0.8235,2.32,0.1365,0.3564,
soccer,chile,primera-b,1.50,35,25,1.4726,0.7143,1.58,0.0451,0.0955,
soccer,chile,primera-division,1.20,23,14,1.2000,0.6087,-6.2,-0.2696,-1.3478,
soccer,chile,primera-division,1.30,136,99,1.2638,0.7279,-10.64,-0.0782,-0.2965,
soccer,chile,primera-division,1.40,154,120,1.3661,0.7792,10.03,0.0651,0.1779,
soccer,chile,primera-division,1.50,269,166,1.4563,0.6171,-26.07,-0.0969,-0.2124,
soccer,china,fa-cup,1.10,8,6,1.0775,0.7500,-1.48,-0.1850,-2.3871,
soccer,china,fa-cup,1.20,34,28,1.1597,0.8235,-1.54,-0.0453,-0.2836,
soccer,china,fa-cup,1.30,60,49,1.2565,0.8167,1.56,0.0260,0.1014,
soccer,china,fa-cup,1.40,37,29,1.3522,0.7838,2.36,0.0638,0.1811,
soccer,china,fa-cup,1.50,20,18,1.4485,0.9000,6.15,0.3075,0.6856,
soccer,china,jia-league,1.10,24,24,1.0658,1.0000,1.58,0.0658,1.0000,
soccer,china,jia-league,1.20,160,140,1.1644,0.8750,2.92999999999999,0.0183,0.1114,
soccer,china,jia-league,1.30,147,103,1.2659,0.7007,-16.8,-0.1143,-0.4299,
soccer,china,jia-league,1.40,146,101,1.3592,0.6918,-8.17,-0.0560,-0.1558,
soccer,china,jia-league,1.50,185,126,1.4599,0.6811,-1.11,-0.0060,-0.0130,
soccer,china,super-cup,1.30,1,1,1.2200,1.0000,0.22,0.2200,1.0000,
soccer,china,super-cup,1.50,2,1,1.4500,0.5000,-0.53,-0.2650,-0.5889,
soccer,china,super-league,1.10,15,10,1.0833,0.6667,-4.1,-0.2733,-3.2800,
soccer,china,super-league,1.20,58,58,1.1567,1.0000,9.09,0.1567,1.0000,
soccer,china,super-league,1.30,104,79,1.2570,0.7596,-5.07,-0.0488,-0.1897,
soccer,china,super-league,1.40,147,102,1.3546,0.6939,-8.53,-0.0580,-0.1637,
soccer,china,super-league,1.50,182,144,1.4552,0.7912,26.85,0.1475,0.3241,
soccer,china,yi-league,1.10,4,4,1.1000,1.0000,0.4,0.1000,1.0000,
soccer,china,yi-league,1.20,25,25,1.1628,1.0000,4.07,0.1628,1.0000,
soccer,china,yi-league,1.30,17,17,1.2518,1.0000,4.28,0.2518,1.0000,
soccer,china,yi-league,1.40,14,14,1.3586,1.0000,5.02,0.3586,1.0000,
soccer,china,yi-league,1.50,21,12,1.4662,0.5714,-3.68,-0.1752,-0.3759,
soccer,colombia,copa-aguila,1.20,3,3,1.2000,1.0000,0.6,0.2000,1.0000,
soccer,colombia,copa-aguila,1.30,37,24,1.2614,0.6486,-6.75,-0.1824,-0.6980,
soccer,colombia,copa-aguila,1.40,84,34,1.3630,0.4048,-37.66,-0.4483,-1.2352,
soccer,colombia,copa-aguila,1.50,124,72,1.4549,0.5806,-19.06,-0.1537,-0.3379,
soccer,colombia,liga-aguila,1.30,57,43,1.2821,0.7544,-1.92,-0.0337,-0.1194,
soccer,colombia,liga-aguila,1.40,136,92,1.3628,0.6765,-10.29,-0.0757,-0.2086,
soccer,colombia,liga-aguila,1.50,349,214,1.4596,0.6132,-35.17,-0.1008,-0.2193,
soccer,colombia,super-cup,1.50,1,1,1.5000,1.0000,0.5,0.5000,1.0000,
soccer,colombia,torneo-aguila,1.20,6,6,1.1700,1.0000,1.02,0.1700,1.0000,
soccer,colombia,torneo-aguila,1.30,19,18,1.2968,0.9474,4.34,0.2284,0.7695,
soccer,colombia,torneo-aguila,1.40,111,100,1.3543,0.9009,24.35,0.2194,0.6191,
soccer,colombia,torneo-aguila,1.50,188,116,1.4597,0.6170,-19.26,-0.1024,-0.2228,
soccer,costa-rica,copa-costa-rica,1.20,1,0,1.2000,0.0000,-1,-1.0000,-5.0000,
soccer,costa-rica,copa-costa-rica,1.30,1,1,1.3000,1.0000,0.3,0.3000,1.0000,
soccer,costa-rica,copa-costa-rica,1.50,5,5,1.4480,1.0000,2.24,0.4480,1.0000,
soccer,costa-rica,primera-division,1.20,12,6,1.1700,0.5000,-4.86,-0.4050,-2.3824,
soccer,costa-rica,primera-division,1.30,59,41,1.2312,0.6949,-8.26,-0.1400,-0.6056,
soccer,costa-rica,primera-division,1.40,126,91,1.3567,0.7222,-2.39999999999999,-0.0190,-0.0534,
soccer,costa-rica,primera-division,1.50,128,88,1.4555,0.6875,-0.710000000000001,-0.0055,-0.0122,
soccer,croatia,1-hnl,1.10,33,33,1.0855,1.0000,2.82,0.0855,1.0000,
soccer,croatia,1-hnl,1.20,140,128,1.1548,0.9143,7.76,0.0554,0.3581,
soccer,croatia,1-hnl,1.30,183,144,1.2473,0.7869,-3.24000000000001,-0.0177,-0.0716,
soccer,croatia,1-hnl,1.40,244,153,1.3557,0.6270,-37.48,-0.1536,-0.4319,
soccer,croatia,1-hnl,1.50,226,157,1.4610,0.6947,2.98,0.0132,0.0286,
soccer,croatia,2-hnl,1.20,4,4,1.1400,1.0000,0.56,0.1400,1.0000,
soccer,croatia,2-hnl,1.30,40,32,1.2570,0.8000,0.0800000000000001,0.0020,0.0078,
soccer,croatia,2-hnl,1.40,44,28,1.3514,0.6364,-6.08,-0.1382,-0.3933,
soccer,croatia,2-hnl,1.50,54,38,1.4711,0.7037,1.98,0.0367,0.0778,
soccer,croatia,croatian-cup,1.10,51,46,1.0590,0.9020,-2.35,-0.0461,-0.7807,
soccer,croatia,croatian-cup,1.20,54,47,1.1535,0.8704,0.239999999999998,0.0044,0.0290,
soccer,croatia,croatian-cup,1.30,60,46,1.2563,0.7667,-2.2,-0.0367,-0.1430,
soccer,croatia,croatian-cup,1.40,39,30,1.3544,0.7692,1.59,0.0408,0.1151,
soccer,croatia,croatian-cup,1.50,32,22,1.4584,0.6875,0.0299999999999994,0.0009,0.0020,
soccer,cyprus,2-division-b1,1.30,1,1,1.2500,1.0000,0.25,0.2500,1.0000,
soccer,cyprus,2-division-b1,1.50,5,3,1.4360,0.6000,-0.67,-0.1340,-0.3073,
soccer,cyprus,cyprus-cup,1.10,23,21,1.0687,0.9130,-0.579999999999999,-0.0252,-0.3671,
soccer,cyprus,cyprus-cup,1.20,56,43,1.1623,0.7679,-6.05,-0.1080,-0.6656,
soccer,cyprus,cyprus-cup,1.30,31,25,1.2429,0.8065,0.0599999999999994,0.0019,0.0080,
soccer,cyprus,cyprus-cup,1.40,36,29,1.3469,0.8056,3.15,0.0875,0.2522,
soccer,cyprus,cyprus-cup,1.50,33,19,1.4573,0.5758,-5.41,-0.1639,-0.3585,
soccer,cyprus,division-2,1.10,15,15,1.0840,1.0000,1.26,0.0840,1.0000,
soccer,cyprus,division-2,1.20,23,19,1.1591,0.8261,-1.05,-0.0457,-0.2869,
soccer,cyprus,division-2,1.30,22,16,1.2550,0.7273,-1.88,-0.0855,-0.3351,
soccer,cyprus,division-2,1.40,20,18,1.3665,0.9000,4.57,0.2285,0.6235,
soccer,cyprus,division-2,1.50,16,12,1.4613,0.7500,1.52,0.0950,0.2060,
soccer,cyprus,first-division,1.10,47,47,1.0743,1.0000,3.49,0.0743,1.0000,
soccer,cyprus,first-division,1.20,163,138,1.1607,0.8466,-3.16000000000001,-0.0194,-0.1206,
soccer,cyprus,first-division,1.30,146,126,1.2593,0.8630,12.66,0.0867,0.3344,
soccer,cyprus,first-division,1.40,186,127,1.3624,0.6828,-13.73,-0.0738,-0.2037,
soccer,cyprus,first-division,1.50,179,102,1.4649,0.5698,-29.64,-0.1656,-0.3562,
soccer,cyprus,super-cup,1.40,1,1,1.3500,1.0000,0.35,0.3500,1.0000,
soccer,cyprus,super-cup,1.50,1,0,1.4300,0.0000,-1,-1.0000,-2.3256,
soccer,czech-republic,1-liga,1.10,5,5,1.1000,1.0000,0.5,0.1000,1.0000,
soccer,czech-republic,1-liga,1.20,121,106,1.1625,0.8760,1.91,0.0158,0.0972,
soccer,czech-republic,1-liga,1.30,124,81,1.2681,0.6532,-22.21,-0.1791,-0.6682,
soccer,czech-republic,1-liga,1.40,287,219,1.3564,0.7631,10.44,0.0364,0.1021,
soccer,czech-republic,1-liga,1.50,197,121,1.4583,0.6142,-20.35,-0.1033,-0.2254,
soccer,czech-republic,cfl,1.10,14,14,1.0643,1.0000,0.900000000000001,0.0643,1.0000,
soccer,czech-republic,cfl,1.20,130,114,1.1648,0.8769,2.42999999999999,0.0187,0.1134,
soccer,czech-republic,cfl,1.30,146,118,1.2614,0.8082,2.71,0.0186,0.0710,
soccer,czech-republic,cfl,1.40,162,128,1.3606,0.7901,11.08,0.0684,0.1897,
soccer,czech-republic,cfl,1.50,147,98,1.4710,0.6667,-2.04,-0.0139,-0.0295,
soccer,czech-republic,division-2,1.10,16,16,1.0906,1.0000,1.45,0.0906,1.0000,
soccer,czech-republic,division-2,1.20,79,79,1.1577,1.0000,12.46,0.1577,1.0000,
soccer,czech-republic,division-2,1.30,94,50,1.2548,0.5319,-31.75,-0.3378,-1.3257,
soccer,czech-republic,division-2,1.40,161,106,1.3525,0.6584,-18.05,-0.1121,-0.3181,
soccer,czech-republic,division-2,1.50,251,160,1.4574,0.6375,-18.15,-0.0723,-0.1581,
soccer,czech-republic,division-a,1.10,4,4,1.0700,1.0000,0.28,0.0700,1.0000,
soccer,czech-republic,division-a,1.20,6,6,1.1850,1.0000,1.11,0.1850,1.0000,
soccer,czech-republic,division-a,1.30,11,7,1.2736,0.6364,-2.1,-0.1909,-0.6977,
soccer,czech-republic,division-a,1.40,18,14,1.3639,0.7778,1.12,0.0622,0.1710,
soccer,czech-republic,division-a,1.50,14,9,1.4614,0.6429,-0.76,-0.0543,-0.1176,
soccer,czech-republic,division-b,1.20,3,2,1.1733,0.6667,-0.68,-0.2267,-1.3077,
soccer,czech-republic,division-b,1.30,6,6,1.2683,1.0000,1.61,0.2683,1.0000,
soccer,czech-republic,division-b,1.40,12,10,1.3642,0.8333,1.63,0.1358,0.3730,
soccer,czech-republic,division-b,1.50,12,10,1.4608,0.8333,2.57,0.2142,0.4647,
soccer,czech-republic,division-c,1.10,1,1,1.0400,1.0000,0.04,0.0400,1.0000,
soccer,czech-republic,division-c,1.20,5,4,1.1700,0.8000,-0.3,-0.0600,-0.3529,
soccer,czech-republic,division-c,1.30,3,3,1.2533,1.0000,0.76,0.2533,1.0000,
soccer,czech-republic,division-c,1.40,2,2,1.3600,1.0000,0.72,0.3600,1.0000,
soccer,czech-republic,division-c,1.50,5,5,1.4280,1.0000,2.14,0.4280,1.0000,
soccer,czech-republic,division-d,1.20,6,3,1.1600,0.5000,-2.56,-0.4267,-2.6667,
soccer,czech-republic,division-d,1.30,3,3,1.2667,1.0000,0.8,0.2667,1.0000,
soccer,czech-republic,division-d,1.40,4,2,1.3425,0.5000,-1.29,-0.3225,-0.9416,
soccer,czech-republic,division-d,1.50,6,4,1.4517,0.6667,-0.27,-0.0450,-0.0996,
soccer,czech-republic,division-e,1.20,2,1,1.1850,0.5000,-0.8,-0.4000,-2.1622,
soccer,czech-republic,division-e,1.30,5,4,1.2700,0.8000,0.0600000000000001,0.0120,0.0444,
soccer,czech-republic,division-e,1.40,14,11,1.3750,0.7857,1.19,0.0850,0.2267,
soccer,czech-republic,division-e,1.50,14,8,1.4400,0.5714,-2.46,-0.1757,-0.3994,
soccer,czech-republic,first-league-women,1.10,38,37,1.0397,0.9737,0.470000000000001,0.0124,0.3113,
soccer,czech-republic,first-league-women,1.20,12,8,1.1450,0.6667,-2.82,-0.2350,-1.6207,
soccer,czech-republic,first-league-women,1.30,5,5,1.2440,1.0000,1.22,0.2440,1.0000,
soccer,czech-republic,first-league-women,1.40,5,4,1.3440,0.8000,0.35,0.0700,0.2035,
soccer,czech-republic,first-league-women,1.50,5,2,1.4680,0.4000,-2.05,-0.4100,-0.8761,
soccer,czech-republic,mol-cup,1.10,58,52,1.0729,0.8966,-2.25,-0.0388,-0.5319,
soccer,czech-republic,mol-cup,1.20,156,129,1.1594,0.8269,-6.36000000000001,-0.0408,-0.2558,
soccer,czech-republic,mol-cup,1.30,99,73,1.2541,0.7374,-7.36,-0.0743,-0.2925,
soccer,czech-republic,mol-cup,1.40,82,61,1.3441,0.7439,-0.219999999999996,-0.0027,-0.0078,
soccer,czech-republic,mol-cup,1.50,102,60,1.4592,0.5882,-14.41,-0.1413,-0.3076,
soccer,czech-republic,msfl,1.10,5,5,1.0440,1.0000,0.22,0.0440,1.0000,
soccer,czech-republic,msfl,1.20,34,21,1.1556,0.6176,-9.42,-0.2771,-1.7807,
soccer,czech-republic,msfl,1.30,71,59,1.2589,0.8310,3.26,0.0459,0.1774,
soccer,czech-republic,msfl,1.40,71,55,1.3544,0.7746,3.52,0.0496,0.1399,
soccer,czech-republic,msfl,1.50,180,108,1.4632,0.6000,-21.67,-0.1204,-0.2599,
soccer,czech-republic,super-cup,1.50,1,1,1.4300,1.0000,0.43,0.4300,1.0000,
soccer,czech-republic,tipsport-liga,1.10,1,1,1.0800,1.0000,0.0800000000000001,0.0800,1.0000,
soccer,czech-republic,tipsport-liga,1.20,7,6,1.1743,0.8571,0.0199999999999996,0.0029,0.0164,
soccer,czech-republic,tipsport-liga,1.30,13,11,1.2623,0.8462,0.83,0.0638,0.2434,
soccer,czech-republic,tipsport-liga,1.40,11,6,1.3609,0.5455,-2.81,-0.2555,-0.7078,
soccer,czech-republic,tipsport-liga,1.50,21,14,1.4624,0.6667,-0.49,-0.0233,-0.0505,
soccer,czech-republic,u19-league,1.10,12,12,1.0850,1.0000,1.02,0.0850,1.0000,
soccer,czech-republic,u19-league,1.20,7,6,1.1314,0.8571,-0.220000000000001,-0.0314,-0.2391,
soccer,czech-republic,u19-league,1.30,16,15,1.2431,0.9375,2.61,0.1631,0.6710,
soccer,czech-republic,u19-league,1.40,20,19,1.3740,0.9500,6.11,0.3055,0.8168,
soccer,czech-republic,u19-league,1.50,29,23,1.4345,0.7931,3.9,0.1345,0.3095,
soccer,czech-republic,youth-league,1.10,37,37,1.0654,1.0000,2.42,0.0654,1.0000,
soccer,czech-republic,youth-league,1.20,94,68,1.1681,0.7234,-14.64,-0.1557,-0.9266,
soccer,czech-republic,youth-league,1.30,193,127,1.2565,0.6580,-33.21,-0.1721,-0.6709,
soccer,czech-republic,youth-league,1.40,203,149,1.3543,0.7340,-1.40999999999999,-0.0069,-0.0196,
soccer,czech-republic,youth-league,1.50,181,130,1.4428,0.7182,6.06000000000001,0.0335,0.0756,
soccer,denmark,1st-division,1.10,15,15,1.0967,1.0000,1.45,0.0967,1.0000,
soccer,denmark,1st-division,1.20,48,31,1.1429,0.6458,-12.38,-0.2579,-1.8047,
soccer,denmark,1st-division,1.30,112,89,1.2629,0.7946,0.510000000000007,0.0046,0.0173,
soccer,denmark,1st-division,1.40,174,155,1.3582,0.8908,36.45,0.2095,0.5849,
soccer,denmark,1st-division,1.50,166,109,1.4596,0.6566,-7.15000000000003,-0.0431,-0.0937,
soccer,denmark,2nd-division-east,1.10,5,5,1.0800,1.0000,0.4,0.0800,1.0000,
soccer,denmark,2nd-division-east,1.20,85,65,1.1714,0.7647,-8.93000000000001,-0.1051,-0.6129,
soccer,denmark,2nd-division-east,1.30,118,89,1.2636,0.7542,-5.44,-0.0461,-0.1749,
soccer,denmark,2nd-division-east,1.40,193,155,1.3566,0.8031,17.35,0.0899,0.2521,
soccer,denmark,2nd-division-east,1.50,200,129,1.4570,0.6450,-11.35,-0.0568,-0.1242,
soccer,denmark,2nd-division-group-1,1.20,10,5,1.1750,0.5000,-4.1,-0.4100,-2.3429,
soccer,denmark,2nd-division-group-1,1.30,25,20,1.2600,0.8000,0.15,0.0060,0.0231,
soccer,denmark,2nd-division-group-1,1.40,30,20,1.3483,0.6667,-3.25,-0.1083,-0.3110,
soccer,denmark,2nd-division-group-1,1.50,35,20,1.4671,0.5714,-5.55,-0.1586,-0.3394,
soccer,denmark,2nd-division-group-2,1.20,10,5,1.1750,0.5000,-4.1,-0.4100,-2.3429,
soccer,denmark,2nd-division-group-2,1.30,25,20,1.2600,0.8000,0.15,0.0060,0.0231,
soccer,denmark,2nd-division-group-2,1.40,30,20,1.3483,0.6667,-3.25,-0.1083,-0.3110,
soccer,denmark,2nd-division-group-2,1.50,35,20,1.4671,0.5714,-5.55,-0.1586,-0.3394,
soccer,denmark,2nd-division-group-3,1.20,10,5,1.1750,0.5000,-4.1,-0.4100,-2.3429,
soccer,denmark,2nd-division-group-3,1.30,25,20,1.2600,0.8000,0.15,0.0060,0.0231,
soccer,denmark,2nd-division-group-3,1.40,30,20,1.3483,0.6667,-3.25,-0.1083,-0.3110,
soccer,denmark,2nd-division-group-3,1.50,35,20,1.4671,0.5714,-5.55,-0.1586,-0.3394,
soccer,denmark,2nd-division-promotion-group,1.20,4,2,1.1750,0.5000,-1.64,-0.4100,-2.3429,
soccer,denmark,2nd-division-promotion-group,1.30,2,2,1.2800,1.0000,0.56,0.2800,1.0000,
soccer,denmark,2nd-division-promotion-group,1.40,14,12,1.3529,0.8571,2.14,0.1529,0.4332,
soccer,denmark,2nd-division-promotion-group,1.50,20,12,1.4630,0.6000,-2.48,-0.1240,-0.2678,
soccer,denmark,2nd-division-relegation-group,1.30,12,6,1.2683,0.5000,-4.5,-0.3750,-1.3975,
soccer,denmark,2nd-division-relegation-group,1.40,8,6,1.3525,0.7500,0.14,0.0175,0.0496,
soccer,denmark,2nd-division-relegation-group,1.50,18,8,1.4578,0.4444,-6.4,-0.3556,-0.7767,
soccer,denmark,2nd-division-west,1.10,5,5,1.0700,1.0000,0.35,0.0700,1.0000,
soccer,denmark,2nd-division-west,1.20,35,28,1.1746,0.8000,-2.12,-0.0606,-0.3470,
soccer,denmark,2nd-division-west,1.30,133,95,1.2700,0.7143,-12.15,-0.0914,-0.3383,
soccer,denmark,2nd-division-west,1.40,211,161,1.3672,0.7630,8.67,0.0411,0.1119,
soccer,denmark,2nd-division-west,1.50,200,116,1.4475,0.5800,-31.4,-0.1570,-0.3508,
soccer,denmark,2nd-division,1.30,6,6,1.2550,1.0000,1.53,0.2550,1.0000,
soccer,denmark,2nd-division,1.40,9,3,1.3667,0.3333,-4.98,-0.5533,-1.5091,
soccer,denmark,2nd-division,1.50,24,18,1.4713,0.7500,2.31,0.0962,0.2042,
soccer,denmark,3f-ligaen-women,1.10,193,184,1.0460,0.9534,-0.790000000000003,-0.0041,-0.0891,
soccer,denmark,3f-ligaen-women,1.20,100,73,1.1519,0.7300,-15.99,-0.1599,-1.0527,
soccer,denmark,3f-ligaen-women,1.30,58,47,1.2533,0.8103,1.26,0.0217,0.0858,
soccer,denmark,3f-ligaen-women,1.40,54,47,1.3591,0.8704,9.85,0.1824,0.5080,
soccer,denmark,3f-ligaen-women,1.50,49,30,1.4496,0.6122,-5.46,-0.1114,-0.2478,
soccer,denmark,landspokal-cup,1.10,200,188,1.0505,0.9400,-2.34999999999999,-0.0118,-0.2327,
soccer,denmark,landspokal-cup,1.20,144,125,1.1557,0.8681,0.559999999999997,0.0039,0.0250,
soccer,denmark,landspokal-cup,1.30,139,118,1.2524,0.8489,8.46000000000003,0.0609,0.2412,
soccer,denmark,landspokal-cup,1.40,111,71,1.3538,0.6396,-15.08,-0.1359,-0.3840,
soccer,denmark,landspokal-cup,1.50,102,65,1.4532,0.6373,-7.45,-0.0730,-0.1612,
soccer,denmark,superliga,1.20,30,22,1.1600,0.7333,-4.44,-0.1480,-0.9250,
soccer,denmark,superliga,1.30,36,28,1.2578,0.7778,-0.880000000000002,-0.0244,-0.0948,
soccer,denmark,superliga,1.40,164,114,1.3617,0.6951,-8.46,-0.0516,-0.1426,
soccer,denmark,superliga,1.50,196,118,1.4557,0.6020,-24.28,-0.1239,-0.2718,
soccer,dominican-republic,ldf,1.10,2,2,1.0800,1.0000,0.16,0.0800,1.0000,
soccer,dominican-republic,ldf,1.20,4,4,1.1650,1.0000,0.66,0.1650,1.0000,
soccer,dominican-republic,ldf,1.30,4,2,1.2950,0.5000,-1.42,-0.3550,-1.2034,
soccer,dominican-republic,ldf,1.40,8,8,1.3700,1.0000,2.96,0.3700,1.0000,
soccer,dominican-republic,ldf,1.50,2,0,1.4400,0.0000,-2,-1.0000,-2.2727,
soccer,ecuador,serie-a,1.20,22,22,1.1918,1.0000,4.22,0.1918,1.0000,
soccer,ecuador,serie-a,1.30,96,67,1.2657,0.6979,-10.87,-0.1132,-0.4261,
soccer,ecuador,serie-a,1.40,223,146,1.3629,0.6547,-24.19,-0.1085,-0.2989,
soccer,ecuador,serie-a,1.50,263,174,1.4492,0.6616,-10.22,-0.0389,-0.0865,
soccer,egypt,egypt-cup,1.10,3,3,1.0767,1.0000,0.23,0.0767,1.0000,
soccer,egypt,egypt-cup,1.20,6,5,1.1583,0.8333,-0.22,-0.0367,-0.2316,
soccer,egypt,egypt-cup,1.30,10,9,1.2510,0.9000,1.23,0.1230,0.4900,
soccer,egypt,egypt-cup,1.40,13,12,1.3531,0.9231,3.2,0.2462,0.6972,
soccer,egypt,egypt-cup,1.50,7,4,1.4729,0.5714,-1.05,-0.1500,-0.3172,
soccer,egypt,premier-league,1.20,13,13,1.1308,1.0000,1.7,0.1308,1.0000,
soccer,egypt,premier-league,1.30,87,76,1.2597,0.8736,8.48,0.0975,0.3754,
soccer,egypt,premier-league,1.40,86,46,1.3686,0.5349,-22.55,-0.2622,-0.7114,
soccer,egypt,premier-league,1.50,134,79,1.4540,0.5896,-19.59,-0.1462,-0.3220,
soccer,el-salvador,primera-division,1.30,8,8,1.2825,1.0000,2.26,0.2825,1.0000,
soccer,el-salvador,primera-division,1.40,60,22,1.3767,0.3667,-29.52,-0.4920,-1.3062,
soccer,el-salvador,primera-division,1.50,93,82,1.4674,0.8817,27.57,0.2965,0.6342,
soccer,england,bostik-league,1.20,22,22,1.1750,1.0000,3.85,0.1750,1.0000,
soccer,england,bostik-league,1.30,97,75,1.2539,0.7732,-3.42000000000003,-0.0353,-0.1389,
soccer,england,bostik-league,1.40,230,147,1.3616,0.6391,-30.19,-0.1313,-0.3630,
soccer,england,bostik-league,1.50,275,152,1.4467,0.5527,-54.0700000000002,-0.1966,-0.4401,
soccer,england,carabao-cup,1.10,4,4,1.1000,1.0000,0.4,0.1000,1.0000,
soccer,england,carabao-cup,1.20,48,36,1.1688,0.7500,-6,-0.1250,-0.7407,
soccer,england,carabao-cup,1.30,98,68,1.2559,0.6939,-12.46,-0.1271,-0.4968,
soccer,england,carabao-cup,1.40,142,90,1.3590,0.6338,-19.76,-0.1392,-0.3876,
soccer,england,carabao-cup,1.50,117,81,1.4467,0.6923,-0.260000000000007,-0.0022,-0.0050,
soccer,england,championship,1.20,11,11,1.1900,1.0000,2.09,0.1900,1.0000,
soccer,england,championship,1.30,81,81,1.2649,1.0000,21.46,0.2649,1.0000,
soccer,england,championship,1.40,253,154,1.3565,0.6087,-44.6599999999998,-0.1765,-0.4951,
soccer,england,championship,1.50,321,181,1.4511,0.5639,-57.42,-0.1789,-0.3965,
soccer,england,checkatrade-trophy,1.30,2,2,1.2350,1.0000,0.47,0.2350,1.0000,
soccer,england,checkatrade-trophy,1.40,10,7,1.3680,0.7000,-0.380000000000001,-0.0380,-0.1033,
soccer,england,checkatrade-trophy,1.50,30,10,1.4640,0.3333,-15.32,-0.5107,-1.1006,
soccer,england,fa-community-shield,1.50,1,1,1.4700,1.0000,0.47,0.4700,1.0000,
soccer,england,fa-cup,1.10,84,84,1.0844,1.0000,7.09000000000001,0.0844,1.0000,
soccer,england,fa-cup,1.20,218,175,1.1509,0.8028,-16.43,-0.0754,-0.4995,
soccer,england,fa-cup,1.30,333,217,1.2651,0.6517,-59.88,-0.1798,-0.6784,
soccer,england,fa-cup,1.40,244,193,1.3476,0.7910,16.18,0.0663,0.1908,
soccer,england,fa-cup,1.50,256,166,1.4545,0.6484,-14.82,-0.0579,-0.1274,
soccer,england,fa-trophy,1.20,11,11,1.1782,1.0000,1.96,0.1782,1.0000,
soccer,england,fa-trophy,1.30,58,52,1.2716,0.8966,8.01,0.1381,0.5086,
soccer,england,fa-trophy,1.40,130,98,1.3695,0.7538,3.86,0.0297,0.0803,
soccer,england,fa-trophy,1.50,122,81,1.4563,0.6639,-3.45999999999999,-0.0284,-0.0622,
soccer,england,league-one,1.20,33,33,1.1667,1.0000,5.5,0.1667,1.0000,
soccer,england,league-one,1.30,82,71,1.2839,0.8659,8.98000000000002,0.1095,0.3857,
soccer,england,league-one,1.40,247,181,1.3554,0.7328,-2.19999999999999,-0.0089,-0.0251,
soccer,england,league-one,1.50,285,170,1.4589,0.5965,-36.76,-0.1290,-0.2810,
soccer,england,league-two,1.20,11,11,1.1900,1.0000,2.09,0.1900,1.0000,
soccer,england,league-two,1.30,33,33,1.2267,1.0000,7.48,0.2267,1.0000,
soccer,england,league-two,1.40,180,137,1.3633,0.7611,6.63,0.0368,0.1014,
soccer,england,league-two,1.50,306,240,1.4580,0.7843,43.47,0.1421,0.3101,
soccer,england,northern-premier-league,1.10,11,11,1.0700,1.0000,0.770000000000001,0.0700,1.0000,
soccer,england,northern-premier-league,1.20,54,43,1.1535,0.7963,-4.47000000000001,-0.0828,-0.5392,
soccer,england,northern-premier-league,1.30,129,98,1.2637,0.7597,-5.64999999999999,-0.0438,-0.1661,
soccer,england,northern-premier-league,1.40,283,204,1.3625,0.7208,-4.16000000000003,-0.0147,-0.0405,
soccer,england,northern-premier-league,1.50,322,228,1.4507,0.7081,9.5,0.0295,0.0655,
soccer,england,premier-league-2,1.30,6,6,1.2400,1.0000,1.44,0.2400,1.0000,
soccer,england,premier-league-2,1.40,6,6,1.3600,1.0000,2.16,0.3600,1.0000,
soccer,england,premier-league-2,1.50,12,12,1.4300,1.0000,5.16,0.4300,1.0000,
soccer,england,premier-league-cup,1.30,6,0,1.2467,0.0000,-6,-1.0000,-4.0541,
soccer,england,premier-league-cup,1.40,10,8,1.3560,0.8000,0.820000000000001,0.0820,0.2303,
soccer,england,premier-league-cup,1.50,12,6,1.4567,0.5000,-3.38,-0.2817,-0.6168,
soccer,england,premier-league-u21,1.20,8,8,1.1925,1.0000,1.54,0.1925,1.0000,
soccer,england,premier-league-u21,1.30,24,18,1.2700,0.7500,-1.32,-0.0550,-0.2037,
soccer,england,premier-league-u21,1.40,44,30,1.3561,0.6818,-3.32,-0.0755,-0.2119,
soccer,england,premier-league-u21,1.50,69,47,1.4617,0.6812,-0.0300000000000009,-0.0004,-0.0009,
soccer,england,premier-league,1.10,16,16,1.0900,1.0000,1.44,0.0900,1.0000,
soccer,england,premier-league,1.20,224,192,1.1596,0.8571,-1.68000000000001,-0.0075,-0.0470,
soccer,england,premier-league,1.30,342,235,1.2603,0.6871,-45.2800000000001,-0.1324,-0.5087,
soccer,england,premier-league,1.40,337,246,1.3564,0.7300,-3.61000000000001,-0.0107,-0.0301,
soccer,england,premier-league,1.50,390,275,1.4582,0.7051,10.84,0.0278,0.0607,
soccer,england,professional-development-league,1.50,2,0,1.4900,0.0000,-2,-1.0000,-2.0408,
soccer,england,southern-premier-league,1.20,22,22,1.1550,1.0000,3.41,0.1550,1.0000,
